"C","Five-Minute Estimated Zonal Load"
"C","Filename: five_min_estimated_zonal_load_20260312.csv"
"C","Report for: 03/12/2026"
"C","Report generated 03/12/2026 20:14:52 EST"
"H","Date/Time","Load Zone ID","Load Zone Name","Estimated Native Load","Estimated Behind-the-Meter Solar"
"D","03/12/2026 03:45:00",4006,".Z.SEMASS",1134.639,0
"D","03/12/2026 03:45:00",4007,".Z.WCMASS",1326.012,0
"D","03/12/2026 03:45:00",4008,".Z.NEMASSBOST",2137.433,0
"D","03/12/2026 03:50:00",4001,".Z.MAINE",1205.109,0
"D","03/12/2026 03:50:00",4002,".Z.NEWHAMPSHIRE",955.859,0
"D","03/12/2026 03:50:00",4003,".Z.VERMONT",488.782,0
"D","03/12/2026 03:50:00",4004,".Z.CONNECTICUT",2118.317,0
"D","03/12/2026 03:50:00",4005,".Z.RHODEISLAND",583.873,0
"D","03/12/2026 03:50:00",4006,".Z.SEMASS",1137.599,0
"D","03/12/2026 03:50:00",4007,".Z.WCMASS",1328.746,0
"D","03/12/2026 03:50:00",4008,".Z.NEMASSBOST",2141.874,0
"D","03/12/2026 03:55:00",4001,".Z.MAINE",1215.774,0
"D","03/12/2026 03:55:00",4002,".Z.NEWHAMPSHIRE",958.57,0
"D","03/12/2026 03:55:00",4003,".Z.VERMONT",486.669,0
"D","03/12/2026 03:55:00",4004,".Z.CONNECTICUT",2120.464,0
"D","03/12/2026 03:55:00",4005,".Z.RHODEISLAND",582.9,0
"D","03/12/2026 03:55:00",4006,".Z.SEMASS",1137.704,0
"D","03/12/2026 03:55:00",4007,".Z.WCMASS",1330.181,0
"D","03/12/2026 03:55:00",4008,".Z.NEMASSBOST",2143.264,0
"D","03/12/2026 04:00:00",4001,".Z.MAINE",1213.709,0
"D","03/12/2026 04:00:00",4002,".Z.NEWHAMPSHIRE",962.985,0
"D","03/12/2026 04:00:00",4003,".Z.VERMONT",490.207,0
"D","03/12/2026 04:00:00",4004,".Z.CONNECTICUT",2121.35,0
"D","03/12/2026 04:00:00",4005,".Z.RHODEISLAND",583.905,0
"D","03/12/2026 04:00:00",4006,".Z.SEMASS",1139.511,0
"D","03/12/2026 04:00:00",4007,".Z.WCMASS",1327.95,0
"D","03/12/2026 04:00:00",4008,".Z.NEMASSBOST",2149.572,0
"D","03/12/2026 04:05:00",4001,".Z.MAINE",1226.595,0
"D","03/12/2026 04:05:00",4002,".Z.NEWHAMPSHIRE",968.255,0
"D","03/12/2026 04:05:00",4003,".Z.VERMONT",491.854,0
"D","03/12/2026 04:05:00",4004,".Z.CONNECTICUT",2135.667,0
"D","03/12/2026 04:05:00",4005,".Z.RHODEISLAND",585.841,0
"D","03/12/2026 04:05:00",4006,".Z.SEMASS",1143.402,0
"D","03/12/2026 04:05:00",4007,".Z.WCMASS",1336.447,0
"D","03/12/2026 04:05:00",4008,".Z.NEMASSBOST",2156.304,0
"D","03/12/2026 04:10:00",4001,".Z.MAINE",1230.708,0
"D","03/12/2026 04:10:00",4002,".Z.NEWHAMPSHIRE",969.88,0
"D","03/12/2026 04:10:00",4003,".Z.VERMONT",487.388,0
"D","03/12/2026 04:10:00",4004,".Z.CONNECTICUT",2148.166,0
"D","03/12/2026 04:10:00",4005,".Z.RHODEISLAND",588.524,0
"D","03/12/2026 04:10:00",4006,".Z.SEMASS",1146.346,0
"D","03/12/2026 04:10:00",4007,".Z.WCMASS",1339.955,0
"D","03/12/2026 04:10:00",4008,".Z.NEMASSBOST",2159.381,0
"D","03/12/2026 04:15:00",4001,".Z.MAINE",1235.02,0
"D","03/12/2026 04:15:00",4002,".Z.NEWHAMPSHIRE",971.899,0
"D","03/12/2026 04:15:00",4003,".Z.VERMONT",495.025,0
"D","03/12/2026 04:15:00",4004,".Z.CONNECTICUT",2150.642,0
"D","03/12/2026 04:15:00",4005,".Z.RHODEISLAND",583.774,0
"D","03/12/2026 04:15:00",4006,".Z.SEMASS",1148.564,0
"D","03/12/2026 04:15:00",4007,".Z.WCMASS",1342.223,0
"D","03/12/2026 04:15:00",4008,".Z.NEMASSBOST",2163.553,0
"D","03/12/2026 04:20:00",4001,".Z.MAINE",1231.127,0
"D","03/12/2026 04:20:00",4002,".Z.NEWHAMPSHIRE",975.439,0
"D","03/12/2026 04:20:00",4003,".Z.VERMONT",496.624,0
"D","03/12/2026 04:20:00",4004,".Z.CONNECTICUT",2150.328,0
"D","03/12/2026 04:20:00",4005,".Z.RHODEISLAND",584.159,0
"D","03/12/2026 04:20:00",4006,".Z.SEMASS",1153.684,0
"D","03/12/2026 04:20:00",4007,".Z.WCMASS",1346.975,0
"D","03/12/2026 04:20:00",4008,".Z.NEMASSBOST",2167.328,0
"D","03/12/2026 04:25:00",4001,".Z.MAINE",1237.859,0
"D","03/12/2026 04:25:00",4002,".Z.NEWHAMPSHIRE",976.525,0
"D","03/12/2026 04:25:00",4003,".Z.VERMONT",494.445,0
"D","03/12/2026 04:25:00",4004,".Z.CONNECTICUT",2152.338,0
"D","03/12/2026 04:25:00",4005,".Z.RHODEISLAND",588.817,0
"D","03/12/2026 04:25:00",4006,".Z.SEMASS",1152.947,0
"D","03/12/2026 04:25:00",4007,".Z.WCMASS",1346.91,0
"D","03/12/2026 04:25:00",4008,".Z.NEMASSBOST",2167.256,0
"D","03/12/2026 04:30:00",4001,".Z.MAINE",1232.922,0
"D","03/12/2026 04:30:00",4002,".Z.NEWHAMPSHIRE",980.128,0
"D","03/12/2026 04:30:00",4003,".Z.VERMONT",493.576,0
"D","03/12/2026 04:30:00",4004,".Z.CONNECTICUT",2166.424,0
"D","03/12/2026 04:30:00",4005,".Z.RHODEISLAND",589.107,0
"D","03/12/2026 04:30:00",4006,".Z.SEMASS",1156.13,0
"D","03/12/2026 04:30:00",4007,".Z.WCMASS",1352.285,0
"D","03/12/2026 04:30:00",4008,".Z.NEMASSBOST",2172.023,0
"D","03/12/2026 04:35:00",4001,".Z.MAINE",1246.434,0
"D","03/12/2026 04:35:00",4002,".Z.NEWHAMPSHIRE",987.973,0
"D","03/12/2026 04:35:00",4003,".Z.VERMONT",499.514,0
"D","03/12/2026 04:35:00",4004,".Z.CONNECTICUT",2165.724,0
"D","03/12/2026 04:35:00",4005,".Z.RHODEISLAND",592.968,0
"D","03/12/2026 04:35:00",4006,".Z.SEMASS",1160.661,0
"D","03/12/2026 04:35:00",4007,".Z.WCMASS",1355.471,0
"D","03/12/2026 04:35:00",4008,".Z.NEMASSBOST",2180.975,0
"D","03/12/2026 04:40:00",4001,".Z.MAINE",1251.729,0
"D","03/12/2026 04:40:00",4002,".Z.NEWHAMPSHIRE",994.404,0
"D","03/12/2026 04:40:00",4003,".Z.VERMONT",501.294,0
"D","03/12/2026 04:40:00",4004,".Z.CONNECTICUT",2178.963,0
"D","03/12/2026 04:40:00",4005,".Z.RHODEISLAND",598.156,0
"D","03/12/2026 04:40:00",4006,".Z.SEMASS",1167.93,0
"D","03/12/2026 04:40:00",4007,".Z.WCMASS",1359.624,0
"D","03/12/2026 04:40:00",4008,".Z.NEMASSBOST",2191.447,0
"D","03/12/2026 04:45:00",4001,".Z.MAINE",1256.989,0
"D","03/12/2026 04:45:00",4002,".Z.NEWHAMPSHIRE",990.91,0
"D","03/12/2026 04:45:00",4003,".Z.VERMONT",502.543,0
"D","03/12/2026 04:45:00",4004,".Z.CONNECTICUT",2182.036,0
"D","03/12/2026 04:45:00",4005,".Z.RHODEISLAND",599.085,0
"D","03/12/2026 04:45:00",4006,".Z.SEMASS",1169.236,0
"D","03/12/2026 04:45:00",4007,".Z.WCMASS",1361.438,0
"D","03/12/2026 04:45:00",4008,".Z.NEMASSBOST",2195.776,0
"D","03/12/2026 04:50:00",4001,".Z.MAINE",1264.543,0
"D","03/12/2026 04:50:00",4002,".Z.NEWHAMPSHIRE",993.973,0
"D","03/12/2026 04:50:00",4003,".Z.VERMONT",500.312,0
"D","03/12/2026 04:50:00",4004,".Z.CONNECTICUT",2204.699,0
"D","03/12/2026 04:50:00",4005,".Z.RHODEISLAND",605.148,0
"D","03/12/2026 04:50:00",4006,".Z.SEMASS",1171.9,0
"D","03/12/2026 04:50:00",4007,".Z.WCMASS",1367.967,0
"D","03/12/2026 04:50:00",4008,".Z.NEMASSBOST",2202.404,0
"D","03/12/2026 04:55:00",4001,".Z.MAINE",1268.684,0
"D","03/12/2026 04:55:00",4002,".Z.NEWHAMPSHIRE",1004.857,0
"D","03/12/2026 04:55:00",4003,".Z.VERMONT",509.979,0
"D","03/12/2026 04:55:00",4004,".Z.CONNECTICUT",2206.908,0
"D","03/12/2026 04:55:00",4005,".Z.RHODEISLAND",604.752,0
"D","03/12/2026 04:55:00",4006,".Z.SEMASS",1166.587,0
"D","03/12/2026 04:55:00",4007,".Z.WCMASS",1367.039,0
"D","03/12/2026 04:55:00",4008,".Z.NEMASSBOST",2205.234,0
"D","03/12/2026 05:00:00",4001,".Z.MAINE",1271.612,0
"D","03/12/2026 05:00:00",4002,".Z.NEWHAMPSHIRE",1015.925,0
"D","03/12/2026 05:00:00",4003,".Z.VERMONT",515.478,0
"D","03/12/2026 05:00:00",4004,".Z.CONNECTICUT",2235.366,0
"D","03/12/2026 05:00:00",4005,".Z.RHODEISLAND",608.483,0
"D","03/12/2026 05:00:00",4006,".Z.SEMASS",1177.213,0
"D","03/12/2026 05:00:00",4007,".Z.WCMASS",1375.096,0
"D","03/12/2026 05:00:00",4008,".Z.NEMASSBOST",2219.125,0
"D","03/12/2026 05:05:00",4001,".Z.MAINE",1292.666,0
"D","03/12/2026 05:05:00",4002,".Z.NEWHAMPSHIRE",1026.474,0
"D","03/12/2026 05:05:00",4003,".Z.VERMONT",510.332,0
"D","03/12/2026 05:05:00",4004,".Z.CONNECTICUT",2256.342,0
"D","03/12/2026 05:05:00",4005,".Z.RHODEISLAND",618.923,0
"D","03/12/2026 05:05:00",4006,".Z.SEMASS",1199,0
"D","03/12/2026 05:05:00",4007,".Z.WCMASS",1403.501,0
"D","03/12/2026 05:05:00",4008,".Z.NEMASSBOST",2238.074,0
"D","03/12/2026 05:10:00",4001,".Z.MAINE",1302.786,0
"D","03/12/2026 05:10:00",4002,".Z.NEWHAMPSHIRE",1040.17,0
"D","03/12/2026 05:10:00",4003,".Z.VERMONT",528.929,0
"D","03/12/2026 05:10:00",4004,".Z.CONNECTICUT",2281.369,0
"D","03/12/2026 05:10:00",4005,".Z.RHODEISLAND",624.098,0
"D","03/12/2026 05:10:00",4006,".Z.SEMASS",1210.623,0
"D","03/12/2026 05:10:00",4007,".Z.WCMASS",1413.222,0
"D","03/12/2026 05:10:00",4008,".Z.NEMASSBOST",2260.381,0
"D","03/12/2026 05:15:00",4001,".Z.MAINE",1306.951,0
"D","03/12/2026 05:15:00",4002,".Z.NEWHAMPSHIRE",1042.241,0
"D","03/12/2026 05:15:00",4003,".Z.VERMONT",529.534,0
"D","03/12/2026 05:15:00",4004,".Z.CONNECTICUT",2296.405,0
"D","03/12/2026 05:15:00",4005,".Z.RHODEISLAND",625.159,0
"D","03/12/2026 05:15:00",4006,".Z.SEMASS",1211.095,0
"D","03/12/2026 05:15:00",4007,".Z.WCMASS",1418.166,0
"D","03/12/2026 05:15:00",4008,".Z.NEMASSBOST",2267.053,0
"D","03/12/2026 05:20:00",4001,".Z.MAINE",1324.338,0
"D","03/12/2026 05:20:00",4002,".Z.NEWHAMPSHIRE",1049.415,0
"D","03/12/2026 05:20:00",4003,".Z.VERMONT",528.601,0
"D","03/12/2026 05:20:00",4004,".Z.CONNECTICUT",2309.263,0
"D","03/12/2026 05:20:00",4005,".Z.RHODEISLAND",626.496,0
"D","03/12/2026 05:20:00",4006,".Z.SEMASS",1219.773,0
"D","03/12/2026 05:20:00",4007,".Z.WCMASS",1431.091,0
"D","03/12/2026 05:20:00",4008,".Z.NEMASSBOST",2274.785,0
"D","03/12/2026 05:25:00",4001,".Z.MAINE",1327.881,0
"D","03/12/2026 05:25:00",4002,".Z.NEWHAMPSHIRE",1059.017,0
"D","03/12/2026 05:25:00",4003,".Z.VERMONT",535.431,0
"D","03/12/2026 05:25:00",4004,".Z.CONNECTICUT",2326.631,0
"D","03/12/2026 05:25:00",4005,".Z.RHODEISLAND",639.911,0
"D","03/12/2026 05:25:00",4006,".Z.SEMASS",1226.7,0
"D","03/12/2026 05:25:00",4007,".Z.WCMASS",1441.324,0
"D","03/12/2026 05:25:00",4008,".Z.NEMASSBOST",2286.236,0
"D","03/12/2026 05:30:00",4001,".Z.MAINE",1327.847,0
"D","03/12/2026 05:30:00",4002,".Z.NEWHAMPSHIRE",1068.877,0
"D","03/12/2026 05:30:00",4003,".Z.VERMONT",539.294,0
"D","03/12/2026 05:30:00",4004,".Z.CONNECTICUT",2344.678,0
"D","03/12/2026 05:30:00",4005,".Z.RHODEISLAND",642.58,0
"D","03/12/2026 05:30:00",4006,".Z.SEMASS",1232.847,0
"D","03/12/2026 05:30:00",4007,".Z.WCMASS",1450.016,0
"D","03/12/2026 05:30:00",4008,".Z.NEMASSBOST",2300.529,0
"D","03/12/2026 05:35:00",4001,".Z.MAINE",1354.629,0
"D","03/12/2026 05:35:00",4002,".Z.NEWHAMPSHIRE",1082.338,0
"D","03/12/2026 05:35:00",4003,".Z.VERMONT",543.455,0
"D","03/12/2026 05:35:00",4004,".Z.CONNECTICUT",2365.898,0
"D","03/12/2026 05:35:00",4005,".Z.RHODEISLAND",643.538,0
"D","03/12/2026 05:35:00",4006,".Z.SEMASS",1245.046,0
"D","03/12/2026 05:35:00",4007,".Z.WCMASS",1462.01,0
"D","03/12/2026 05:35:00",4008,".Z.NEMASSBOST",2328.889,0
"D","03/12/2026 05:40:00",4001,".Z.MAINE",1353.174,0
"D","03/12/2026 05:40:00",4002,".Z.NEWHAMPSHIRE",1095.965,0
"D","03/12/2026 05:40:00",4003,".Z.VERMONT",545.095,0
"D","03/12/2026 05:40:00",4004,".Z.CONNECTICUT",2396.062,0
"D","03/12/2026 05:40:00",4005,".Z.RHODEISLAND",651.218,0
"D","03/12/2026 05:40:00",4006,".Z.SEMASS",1263.725,0
"D","03/12/2026 05:40:00",4007,".Z.WCMASS",1475.883,0
"D","03/12/2026 05:40:00",4008,".Z.NEMASSBOST",2336.377,0
"D","03/12/2026 05:45:00",4001,".Z.MAINE",1361.979,0
"D","03/12/2026 05:45:00",4002,".Z.NEWHAMPSHIRE",1102.78,0
"D","03/12/2026 05:45:00",4003,".Z.VERMONT",555.723,0
"D","03/12/2026 05:45:00",4004,".Z.CONNECTICUT",2408.586,0
"D","03/12/2026 05:45:00",4005,".Z.RHODEISLAND",659.229,0
"D","03/12/2026 05:45:00",4006,".Z.SEMASS",1270.589,0
"D","03/12/2026 05:45:00",4007,".Z.WCMASS",1483.892,0
"D","03/12/2026 05:45:00",4008,".Z.NEMASSBOST",2359.979,0
"D","03/12/2026 05:50:00",4001,".Z.MAINE",1367.474,0
"D","03/12/2026 05:50:00",4002,".Z.NEWHAMPSHIRE",1112.009,0
"D","03/12/2026 05:50:00",4003,".Z.VERMONT",556.872,0
"D","03/12/2026 05:50:00",4004,".Z.CONNECTICUT",2426.624,0
"D","03/12/2026 05:50:00",4005,".Z.RHODEISLAND",664.418,0
"D","03/12/2026 05:50:00",4006,".Z.SEMASS",1282.011,0
"D","03/12/2026 05:50:00",4007,".Z.WCMASS",1494.612,0
"D","03/12/2026 05:50:00",4008,".Z.NEMASSBOST",2369.385,0
"D","03/12/2026 05:55:00",4001,".Z.MAINE",1381.5,0
"D","03/12/2026 05:55:00",4002,".Z.NEWHAMPSHIRE",1129.415,0
"D","03/12/2026 05:55:00",4003,".Z.VERMONT",565.799,0
"D","03/12/2026 05:55:00",4004,".Z.CONNECTICUT",2466.738,0
"D","03/12/2026 05:55:00",4005,".Z.RHODEISLAND",670.893,0
"D","03/12/2026 05:55:00",4006,".Z.SEMASS",1294.522,0
"D","03/12/2026 05:55:00",4007,".Z.WCMASS",1510.552,0
"D","03/12/2026 05:55:00",4008,".Z.NEMASSBOST",2391.215,0
"D","03/12/2026 06:00:00",4001,".Z.MAINE",1403.783,0
"D","03/12/2026 06:00:00",4002,".Z.NEWHAMPSHIRE",1138.374,0
"D","03/12/2026 06:00:00",4003,".Z.VERMONT",554.947,0
"D","03/12/2026 06:00:00",4004,".Z.CONNECTICUT",2502.408,0
"D","03/12/2026 06:00:00",4005,".Z.RHODEISLAND",675.48,0
"D","03/12/2026 06:00:00",4006,".Z.SEMASS",1310.211,0
"D","03/12/2026 06:00:00",4007,".Z.WCMASS",1530.059,0
"D","03/12/2026 06:00:00",4008,".Z.NEMASSBOST",2416.992,0
"D","03/12/2026 06:05:00",4001,".Z.MAINE",1419.653,0
"D","03/12/2026 06:05:00",4002,".Z.NEWHAMPSHIRE",1166.641,0
"D","03/12/2026 06:05:00",4003,".Z.VERMONT",583.431,0
"D","03/12/2026 06:05:00",4004,".Z.CONNECTICUT",2561.764,0
"D","03/12/2026 06:05:00",4005,".Z.RHODEISLAND",694.475,0
"D","03/12/2026 06:05:00",4006,".Z.SEMASS",1342.534,0
"D","03/12/2026 06:05:00",4007,".Z.WCMASS",1576.24,0
"D","03/12/2026 06:05:00",4008,".Z.NEMASSBOST",2471.135,0
"D","03/12/2026 06:10:00",4001,".Z.MAINE",1418.245,0
"D","03/12/2026 06:10:00",4002,".Z.NEWHAMPSHIRE",1176.444,0
"D","03/12/2026 06:10:00",4003,".Z.VERMONT",595.637,0
"D","03/12/2026 06:10:00",4004,".Z.CONNECTICUT",2587.498,0
"D","03/12/2026 06:10:00",4005,".Z.RHODEISLAND",703.333,0
"D","03/12/2026 06:10:00",4006,".Z.SEMASS",1348.529,0
"D","03/12/2026 06:10:00",4007,".Z.WCMASS",1591.08,0
"D","03/12/2026 06:10:00",4008,".Z.NEMASSBOST",2499.513,0
"D","03/12/2026 06:15:00",4001,".Z.MAINE",1420.777,0
"D","03/12/2026 06:15:00",4002,".Z.NEWHAMPSHIRE",1184.909,0
"D","03/12/2026 06:15:00",4003,".Z.VERMONT",590.92,0
"D","03/12/2026 06:15:00",4004,".Z.CONNECTICUT",2609.028,0
"D","03/12/2026 06:15:00",4005,".Z.RHODEISLAND",705.764,0
"D","03/12/2026 06:15:00",4006,".Z.SEMASS",1369.209,0
"D","03/12/2026 06:15:00",4007,".Z.WCMASS",1605.756,0
"D","03/12/2026 06:15:00",4008,".Z.NEMASSBOST",2518.841,0
"D","03/12/2026 06:20:00",4001,".Z.MAINE",1433.228,0
"D","03/12/2026 06:20:00",4002,".Z.NEWHAMPSHIRE",1194.882,0
"D","03/12/2026 06:20:00",4003,".Z.VERMONT",600.046,0
"D","03/12/2026 06:20:00",4004,".Z.CONNECTICUT",2654.549,0
"D","03/12/2026 06:20:00",4005,".Z.RHODEISLAND",717.613,0
"D","03/12/2026 06:20:00",4006,".Z.SEMASS",1385.562,0
"D","03/12/2026 06:20:00",4007,".Z.WCMASS",1631.714,0
"D","03/12/2026 06:20:00",4008,".Z.NEMASSBOST",2538.547,0
"D","03/12/2026 06:25:00",4001,".Z.MAINE",1439.16,0
"D","03/12/2026 06:25:00",4002,".Z.NEWHAMPSHIRE",1202.975,0
"D","03/12/2026 06:25:00",4003,".Z.VERMONT",598.951,0
"D","03/12/2026 06:25:00",4004,".Z.CONNECTICUT",2662.947,0
"D","03/12/2026 06:25:00",4005,".Z.RHODEISLAND",718.058,0
"D","03/12/2026 06:25:00",4006,".Z.SEMASS",1407.231,0
"D","03/12/2026 06:25:00",4007,".Z.WCMASS",1633.293,0
"D","03/12/2026 06:25:00",4008,".Z.NEMASSBOST",2547.43,0
"D","03/12/2026 06:30:00",4001,".Z.MAINE",1447.688,0
"D","03/12/2026 06:30:00",4002,".Z.NEWHAMPSHIRE",1216.93,0
"D","03/12/2026 06:30:00",4003,".Z.VERMONT",600.365,0
"D","03/12/2026 06:30:00",4004,".Z.CONNECTICUT",2698.676,0
"D","03/12/2026 06:30:00",4005,".Z.RHODEISLAND",725.257,0
"D","03/12/2026 06:30:00",4006,".Z.SEMASS",1404.834,0
"D","03/12/2026 06:30:00",4007,".Z.WCMASS",1644.563,0
"D","03/12/2026 06:30:00",4008,".Z.NEMASSBOST",2573.347,0
"D","03/12/2026 06:35:00",4001,".Z.MAINE",1459.327,0
"D","03/12/2026 06:35:00",4002,".Z.NEWHAMPSHIRE",1227.706,0
"D","03/12/2026 06:35:00",4003,".Z.VERMONT",617.018,0
"D","03/12/2026 06:35:00",4004,".Z.CONNECTICUT",2724.626,0
"D","03/12/2026 06:35:00",4005,".Z.RHODEISLAND",726.51,0
"D","03/12/2026 06:35:00",4006,".Z.SEMASS",1426.067,0
"D","03/12/2026 06:35:00",4007,".Z.WCMASS",1666.742,0
"D","03/12/2026 06:35:00",4008,".Z.NEMASSBOST",2597.326,0
"D","03/12/2026 06:40:00",4001,".Z.MAINE",1467.878,0
"D","03/12/2026 06:40:00",4002,".Z.NEWHAMPSHIRE",1239.926,0
"D","03/12/2026 06:40:00",4003,".Z.VERMONT",620.509,0
"D","03/12/2026 06:40:00",4004,".Z.CONNECTICUT",2751.779,0
"D","03/12/2026 06:40:00",4005,".Z.RHODEISLAND",738.961,0
"D","03/12/2026 06:40:00",4006,".Z.SEMASS",1437.148,0
"D","03/12/2026 06:40:00",4007,".Z.WCMASS",1674.179,0
"D","03/12/2026 06:40:00",4008,".Z.NEMASSBOST",2603.503,0
"D","03/12/2026 06:45:00",4001,".Z.MAINE",1484.146,0
"D","03/12/2026 06:45:00",4002,".Z.NEWHAMPSHIRE",1248.358,0
"D","03/12/2026 06:45:00",4003,".Z.VERMONT",630.035,0
"D","03/12/2026 06:45:00",4004,".Z.CONNECTICUT",2794.775,0
"D","03/12/2026 06:45:00",4005,".Z.RHODEISLAND",745.197,0
"D","03/12/2026 06:45:00",4006,".Z.SEMASS",1447.375,0
"D","03/12/2026 06:45:00",4007,".Z.WCMASS",1683.728,0
"D","03/12/2026 06:45:00",4008,".Z.NEMASSBOST",2625.645,0
"D","03/12/2026 06:50:00",4001,".Z.MAINE",1489.292,0
"D","03/12/2026 06:50:00",4002,".Z.NEWHAMPSHIRE",1261.903,0
"D","03/12/2026 06:50:00",4003,".Z.VERMONT",659.319,0
"D","03/12/2026 06:50:00",4004,".Z.CONNECTICUT",2794.741,0
"D","03/12/2026 06:50:00",4005,".Z.RHODEISLAND",748.195,0
"D","03/12/2026 06:50:00",4006,".Z.SEMASS",1466.621,0
"D","03/12/2026 06:50:00",4007,".Z.WCMASS",1701.985,0
"D","03/12/2026 06:50:00",4008,".Z.NEMASSBOST",2642.658,0
"D","03/12/2026 06:55:00",4001,".Z.MAINE",1492.755,0
"D","03/12/2026 06:55:00",4002,".Z.NEWHAMPSHIRE",1259.381,0
"D","03/12/2026 06:55:00",4003,".Z.VERMONT",642.244,0
"D","03/12/2026 06:55:00",4004,".Z.CONNECTICUT",2811.42,0
"D","03/12/2026 06:55:00",4005,".Z.RHODEISLAND",757.825,0
"D","03/12/2026 06:55:00",4006,".Z.SEMASS",1466.769,0
"D","03/12/2026 06:55:00",4007,".Z.WCMASS",1698.638,0
"D","03/12/2026 06:55:00",4008,".Z.NEMASSBOST",2643.51,0
"D","03/12/2026 07:00:00",4001,".Z.MAINE",1513.562,0
"D","03/12/2026 07:00:00",4002,".Z.NEWHAMPSHIRE",1277.418,0
"D","03/12/2026 07:00:00",4003,".Z.VERMONT",623.273,0
"D","03/12/2026 07:00:00",4004,".Z.CONNECTICUT",2852.218,0
"D","03/12/2026 07:00:00",4005,".Z.RHODEISLAND",760.658,0
"D","03/12/2026 07:00:00",4006,".Z.SEMASS",1485.559,0
"D","03/12/2026 07:00:00",4007,".Z.WCMASS",1709.009,0
"D","03/12/2026 07:00:00",4008,".Z.NEMASSBOST",2681.851,0
"D","03/12/2026 07:05:00",4001,".Z.MAINE",1525.825,0
"D","03/12/2026 07:05:00",4002,".Z.NEWHAMPSHIRE",1289.558,0
"D","03/12/2026 07:05:00",4003,".Z.VERMONT",659.976,0
"D","03/12/2026 07:05:00",4004,".Z.CONNECTICUT",2855.557,0
"D","03/12/2026 07:05:00",4005,".Z.RHODEISLAND",769.554,0
"D","03/12/2026 07:05:00",4006,".Z.SEMASS",1494.91,0
"D","03/12/2026 07:05:00",4007,".Z.WCMASS",1734.071,0
"D","03/12/2026 07:05:00",4008,".Z.NEMASSBOST",2716.723,0
"D","03/12/2026 07:10:00",4001,".Z.MAINE",1521.542,0
"D","03/12/2026 07:10:00",4002,".Z.NEWHAMPSHIRE",1291.681,0
"D","03/12/2026 07:10:00",4003,".Z.VERMONT",657.357,0
"D","03/12/2026 07:10:00",4004,".Z.CONNECTICUT",2878.918,2
"D","03/12/2026 07:10:00",4005,".Z.RHODEISLAND",765.759,0
"D","03/12/2026 07:10:00",4006,".Z.SEMASS",1502.576,1
"D","03/12/2026 07:10:00",4007,".Z.WCMASS",1733.731,1
"D","03/12/2026 07:10:00",4008,".Z.NEMASSBOST",2711.176,0
"D","03/12/2026 07:15:00",4001,".Z.MAINE",1529.849,1
"D","03/12/2026 07:15:00",4002,".Z.NEWHAMPSHIRE",1299.817,0
"D","03/12/2026 07:15:00",4003,".Z.VERMONT",661.876,0
"D","03/12/2026 07:15:00",4004,".Z.CONNECTICUT",2909.559,6
"D","03/12/2026 07:15:00",4005,".Z.RHODEISLAND",773.792,0
"D","03/12/2026 07:15:00",4006,".Z.SEMASS",1506.933,4
"D","03/12/2026 07:15:00",4007,".Z.WCMASS",1741.677,2
"D","03/12/2026 07:15:00",4008,".Z.NEMASSBOST",2716.931,1
"D","03/12/2026 07:20:00",4001,".Z.MAINE",1529.986,2
"D","03/12/2026 07:20:00",4002,".Z.NEWHAMPSHIRE",1305.352,0
"D","03/12/2026 07:20:00",4003,".Z.VERMONT",666.885,0
"D","03/12/2026 07:20:00",4004,".Z.CONNECTICUT",2906.131,7
"D","03/12/2026 07:20:00",4005,".Z.RHODEISLAND",777.017,1
"D","03/12/2026 07:20:00",4006,".Z.SEMASS",1509.816,6
"D","03/12/2026 07:20:00",4007,".Z.WCMASS",1753.678,4
"D","03/12/2026 07:20:00",4008,".Z.NEMASSBOST",2733.805,3
"D","03/12/2026 07:25:00",4001,".Z.MAINE",1529.9,4
"D","03/12/2026 07:25:00",4002,".Z.NEWHAMPSHIRE",1307.338,1
"D","03/12/2026 07:25:00",4003,".Z.VERMONT",670.333,0
"D","03/12/2026 07:25:00",4004,".Z.CONNECTICUT",2906.766,10
"D","03/12/2026 07:25:00",4005,".Z.RHODEISLAND",775.997,2
"D","03/12/2026 07:25:00",4006,".Z.SEMASS",1517.909,9
"D","03/12/2026 07:25:00",4007,".Z.WCMASS",1753.411,6
"D","03/12/2026 07:25:00",4008,".Z.NEMASSBOST",2739.9,5
"D","03/12/2026 07:30:00",4001,".Z.MAINE",1535.922,6
"D","03/12/2026 07:30:00",4002,".Z.NEWHAMPSHIRE",1310.565,1
"D","03/12/2026 07:30:00",4003,".Z.VERMONT",666.145,0
"D","03/12/2026 07:30:00",4004,".Z.CONNECTICUT",2945.442,12
"D","03/12/2026 07:30:00",4005,".Z.RHODEISLAND",781.919,3
"D","03/12/2026 07:30:00",4006,".Z.SEMASS",1521.204,12
"D","03/12/2026 07:30:00",4007,".Z.WCMASS",1755.727,8
"D","03/12/2026 07:30:00",4008,".Z.NEMASSBOST",2744.025,7
"D","03/12/2026 07:35:00",4001,".Z.MAINE",1532.171,8
"D","03/12/2026 07:35:00",4002,".Z.NEWHAMPSHIRE",1315.849,2
"D","03/12/2026 07:35:00",4003,".Z.VERMONT",672.767,0
"D","03/12/2026 07:35:00",4004,".Z.CONNECTICUT",2961.907,14
"D","03/12/2026 07:35:00",4005,".Z.RHODEISLAND",788.717,5
